company_name,country,registration_number,industry,description,website,facility_count,source,extracted_at
Morocco Industrial Group 611 SPA,Morocco,MO-487344,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company611.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 612 Ltd,Morocco,MO-211443,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company612.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 613 SPA,Morocco,MO-630901,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company613.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 614 LDA,Morocco,MO-924095,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company614.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 615 SA,Morocco,MO-302626,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company615.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 616 SPA,Morocco,MO-969591,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company616.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 617 LDA,Morocco,MO-305667,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company617.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 618 Company,Morocco,MO-293146,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company618.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 619 SPA,Morocco,MO-697452,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company619.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 620 LDA,Morocco,MO-995542,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company620.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 621 SPA,Morocco,MO-714462,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company621.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 622 SA,Morocco,MO-124018,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company622.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 623 Ltd,Morocco,MO-739229,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company623.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 624 Ltd,Morocco,MO-498038,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company624.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 625 Ltd,Morocco,MO-883865,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company625.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 626 Company,Morocco,MO-748410,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company626.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 627 Ltd,Morocco,MO-590294,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company627.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 628 Company,Morocco,MO-784352,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company628.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 629 Ltd,Morocco,MO-414569,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company629.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 630 Ltd,Morocco,MO-790295,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company630.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 631 Company,Morocco,MO-568708,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company631.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 632 SARL,Morocco,MO-338700,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company632.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 633 LDA,Morocco,MO-493344,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company633.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 634 Company,Morocco,MO-150387,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company634.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 635 SA,Morocco,MO-324041,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company635.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 636 Ltd,Morocco,MO-719820,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company636.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 637 Ltd,Morocco,MO-519812,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company637.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 638 SA,Morocco,MO-254664,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company638.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 639 SA,Morocco,MO-782083,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company639.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 640 SA,Morocco,MO-565275,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company640.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 641 Ltd,Morocco,MO-892175,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company641.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 642 SA,Morocco,MO-737047,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company642.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 643 SPA,Morocco,MO-997865,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company643.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 644 LDA,Morocco,MO-243610,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company644.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 645 SARL,Morocco,MO-139186,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company645.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 646 SPA,Morocco,MO-287360,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company646.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 647 SARL,Morocco,MO-458620,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company647.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 648 SPA,Morocco,MO-848754,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company648.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 649 SA,Morocco,MO-443298,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company649.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 650 SA,Morocco,MO-551862,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company650.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 651 LDA,Morocco,MO-303381,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company651.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.769430
Morocco Industrial Group 652 SARL,Morocco,MO-250101,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company652.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 653 Ltd,Morocco,MO-340763,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company653.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 654 SARL,Morocco,MO-111952,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company654.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 655 Company,Morocco,MO-363136,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company655.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 656 LDA,Morocco,MO-392185,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company656.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 657 Company,Morocco,MO-999244,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company657.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 658 SA,Morocco,MO-639712,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company658.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 659 SPA,Morocco,MO-858635,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company659.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 660 SPA,Morocco,MO-966266,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company660.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 661 SARL,Morocco,MO-467043,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company661.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 662 SARL,Morocco,MO-193285,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company662.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 663 LDA,Morocco,MO-582154,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company663.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 664 Company,Morocco,MO-315887,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company664.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 665 LDA,Morocco,MO-530140,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company665.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 666 SPA,Morocco,MO-123229,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company666.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 667 SA,Morocco,MO-784152,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company667.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 668 SARL,Morocco,MO-149660,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company668.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 669 Ltd,Morocco,MO-301239,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company669.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 670 LDA,Morocco,MO-230705,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company670.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 671 SA,Morocco,MO-431673,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company671.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 672 LDA,Morocco,MO-179233,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company672.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 673 SPA,Morocco,MO-369526,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company673.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 674 LDA,Morocco,MO-606286,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company674.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 675 SARL,Morocco,MO-452156,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company675.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 676 SA,Morocco,MO-582751,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company676.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 677 Ltd,Morocco,MO-171286,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company677.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 678 Company,Morocco,MO-382757,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company678.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 679 Company,Morocco,MO-677539,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company679.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 680 SPA,Morocco,MO-213923,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company680.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 681 Ltd,Morocco,MO-669178,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company681.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 682 SA,Morocco,MO-741883,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company682.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 683 SPA,Morocco,MO-237952,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company683.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 684 Ltd,Morocco,MO-391586,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company684.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 685 Company,Morocco,MO-108806,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company685.com,11,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 686 SPA,Morocco,MO-316289,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company686.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 687 LDA,Morocco,MO-953873,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company687.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 688 Company,Morocco,MO-715417,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company688.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 689 LDA,Morocco,MO-220688,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company689.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 690 Company,Morocco,MO-170903,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company690.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 691 SA,Morocco,MO-967143,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company691.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 692 SPA,Morocco,MO-138398,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company692.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 693 Ltd,Morocco,MO-380111,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company693.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 694 Ltd,Morocco,MO-812682,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company694.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 695 SA,Morocco,MO-204490,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company695.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 696 Company,Morocco,MO-136530,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company696.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 697 SARL,Morocco,MO-763419,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company697.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 698 SARL,Morocco,MO-582889,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company698.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 699 Ltd,Morocco,MO-232336,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company699.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 700 SA,Morocco,MO-287683,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company700.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 701 Ltd,Morocco,MO-272261,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company701.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 702 Company,Morocco,MO-652097,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company702.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 703 Company,Morocco,MO-413245,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company703.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 704 Company,Morocco,MO-306093,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company704.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 705 LDA,Morocco,MO-829378,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company705.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 706 Ltd,Morocco,MO-492780,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company706.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 707 Company,Morocco,MO-287035,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company707.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 708 SARL,Morocco,MO-560424,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company708.com,2,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 709 LDA,Morocco,MO-623030,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company709.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 710 Ltd,Morocco,MO-327175,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company710.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 711 SA,Morocco,MO-516678,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company711.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 712 SARL,Morocco,MO-671911,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company712.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 713 SA,Morocco,MO-460229,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company713.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 714 Ltd,Morocco,MO-753637,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company714.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 715 Ltd,Morocco,MO-778387,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company715.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 716 Ltd,Morocco,MO-855709,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company716.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.770405
Morocco Industrial Group 717 Company,Morocco,MO-750554,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company717.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 718 SA,Morocco,MO-216485,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company718.com,4,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 719 LDA,Morocco,MO-260433,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company719.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 720 LDA,Morocco,MO-661901,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company720.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 721 SPA,Morocco,MO-389065,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company721.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 722 LDA,Morocco,MO-998350,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company722.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 723 SPA,Morocco,MO-961660,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company723.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 724 SA,Morocco,MO-276670,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company724.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 725 SPA,Morocco,MO-235038,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company725.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 726 Ltd,Morocco,MO-993741,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company726.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 727 Ltd,Morocco,MO-466766,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company727.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 728 SARL,Morocco,MO-593857,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company728.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 729 Company,Morocco,MO-950865,Textiles,"Company operating in the textiles sector, specializing in regional and international supply chains.",https://www.company729.com,7,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 730 LDA,Morocco,MO-483457,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company730.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 731 Ltd,Morocco,MO-868841,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company731.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 732 SA,Morocco,MO-735466,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company732.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 733 SA,Morocco,MO-736435,Agriculture,"Company operating in the agriculture sector, specializing in regional and international supply chains.",https://www.company733.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 734 LDA,Morocco,MO-546937,Packaging,"Company operating in the packaging sector, specializing in regional and international supply chains.",https://www.company734.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 735 SARL,Morocco,MO-541195,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company735.com,8,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 736 Company,Morocco,MO-683154,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company736.com,6,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 737 SA,Morocco,MO-702489,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company737.com,5,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 738 SARL,Morocco,MO-343512,Leather Goods,"Company operating in the leather goods sector, specializing in regional and international supply chains.",https://www.company738.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 739 LDA,Morocco,MO-546680,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company739.com,9,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 740 Company,Morocco,MO-529549,Logistics,"Company operating in the logistics sector, specializing in regional and international supply chains.",https://www.company740.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 741 SA,Morocco,MO-862110,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company741.com,12,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 742 LDA,Morocco,MO-279913,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company742.com,3,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 743 Company,Morocco,MO-878306,Garment Manufacturing,"Company operating in the garment manufacturing sector, specializing in regional and international supply chains.",https://www.company743.com,10,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
Morocco Industrial Group 744 SA,Morocco,MO-764472,Footwear,"Company operating in the footwear sector, specializing in regional and international supply chains.",https://www.company744.com,1,OpenSupplyHub (synthetic),2025-12-24T11:58:00.771381
